suite	lane	repeat	vc_key	declaration	goal_hash	outcome	replay	detail	total_nanos	phases	metrics
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|sum_even_correct|13972406881857011341	sum_even_correct	13972406881857011341	verified	not-requested	solver returned unsat; closed under the trust policy	537682959	collect=233875,pre-reconstruct=6288083,normalize=870167,monomorphize=55542,instantiate=467188208,translate=19209709,solve=43837375	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|sum_even_correct|8140981983620881888	sum_even_correct	8140981983620881888	selected-fact	not-attempted	closed from a selected Lean fact	217208	collect=217208	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|sum_even_correct|2763434902891560151	sum_even_correct	2763434902891560151	verified	not-requested	solver returned unsat; closed under the trust policy	499980666	collect=181000,pre-reconstruct=5731542,normalize=1029125,monomorphize=24083,instantiate=430117375,translate=16718791,solve=46178750	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|sum_even_correct|12910903814107581038	sum_even_correct	12910903814107581038	verified	not-requested	solver returned unsat; closed under the trust policy	305364790	collect=203291,pre-reconstruct=2499750,normalize=309250,monomorphize=24000,instantiate=248970458,translate=16220166,solve=37137875	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|sum_even_correct|8811351339800985865	sum_even_correct	8811351339800985865	verified	not-requested	solver returned unsat; closed under the trust policy	42470125	collect=195500,pre-reconstruct=109708,normalize=201334,monomorphize=15292,instantiate=1472625,translate=6392083,solve=34083583	
velvet	crush-verify	1	Velvet/Examples/TestMatch.lean|test3_correct|12313593517213863317	test3_correct	12313593517213863317	verified	not-requested	solver returned unsat; closed under the trust policy	49675500	collect=2124083,pre-reconstruct=606000,normalize=1092167,monomorphize=92750,instantiate=224958,translate=4778875,solve=40756667	
velvet	crush-verify	1	Velvet/Examples/TestMatch.lean|test3_correct|5915416142655103160	test3_correct	5915416142655103160	verified	not-requested	solver returned unsat; closed under the trust policy	46124542	collect=259667,pre-reconstruct=1000542,normalize=589875,monomorphize=16291,instantiate=29792,translate=1699125,solve=42529250	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|1993702872115081742	insertionSort_part_correct	14354530589729947841	verified	not-requested	solver returned unsat; closed under the trust policy	101015166	collect=652167,pre-reconstruct=693000,normalize=321125,monomorphize=5914834,instantiate=41276916,translate=16176333,solve=35980791	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|1066791641437412485	insertionSort_part_correct	1066791641437412485	verified	not-requested	solver returned unsat; closed under the trust policy	139371000	collect=339250,pre-reconstruct=3136708,normalize=2720584,monomorphize=10246250,instantiate=66287875,translate=20233333,solve=36407000	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|8472930623785656869	insertionSort_part_correct	18353889382475767599	verified	not-requested	solver returned unsat; closed under the trust policy	2691559791	collect=282292,pre-reconstruct=726518083,normalize=2825666,monomorphize=27256375,instantiate=175488125,translate=54807291,solve=1704381959	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|2816846931760221370	insertionSort_part_correct	2816846931760221370	verified	not-requested	solver returned unsat; closed under the trust policy	139625707	collect=241791,pre-reconstruct=7546458,normalize=2427917,monomorphize=12401208,instantiate=59202791,translate=17102667,solve=40702875	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|1066791641437412485	insertionSort_part_correct	1066791641437412485	verified	not-requested	solver returned unsat; closed under the trust policy	139313333	collect=254792,pre-reconstruct=2550208,normalize=2278875,monomorphize=10488333,instantiate=68875792,translate=19470542,solve=35394791	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|14825588553610653054	insertionSort_part_correct	13858382852922432078	unknown	not-attempted	solver exited without a verdict	10437860292	collect=294666,pre-reconstruct=10113709,normalize=2560459,monomorphize=12492208,instantiate=244026458,translate=59191542,solve=5027714875,translate-fallback=46003583,solve-fallback=5035462792	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|16465886849738339639	insertionSort_part_correct	13858382852922432078	verified	not-requested	solver returned unsat; closed under the trust policy	186704501	collect=251500,pre-reconstruct=10283208,normalize=2654167,monomorphize=10882292,instantiate=40520917,translate=14271542,solve=107840875	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|5918835836158453730	insertionSort_part_correct	5918835836158453730	selected-fact	not-attempted	closed from a selected Lean fact	261500	collect=261500	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|12155028420956038391	insertionSort_part_correct	12155028420956038391	verified	not-requested	solver returned unsat; closed under the trust policy	65795542	collect=156542,pre-reconstruct=836500,normalize=1092375,monomorphize=5670250,instantiate=1187875,translate=6255208,solve=50596792	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|14852526092468225565	insertionSort_part_correct	139088297960392149	verified	not-requested	solver returned unsat; closed under the trust policy	192088209	collect=216916,pre-reconstruct=855917,normalize=1903875,monomorphize=7954625,instantiate=45368708,translate=12604959,solve=123183209	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|4477598582358312981	insertionSort_part_correct	4477598582358312981	verified	not-requested	solver returned unsat; closed under the trust policy	63201082	collect=271708,pre-reconstruct=2269041,normalize=2197333,monomorphize=9700750,instantiate=1718792,translate=12289125,solve=34754333	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|7903702650473013145	insertionSort_part_correct	17272444315034915638	verified	not-requested	solver returned unsat; closed under the trust policy	221175249	collect=318500,pre-reconstruct=24691708,normalize=4238625,monomorphize=14756250,instantiate=43083750,translate=16002416,solve=118084000	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|11248877774576345437	insertionSort_part_correct	139088297960392149	verified	not-requested	solver returned unsat; closed under the trust policy	169405625	collect=230959,pre-reconstruct=455042,normalize=1400750,monomorphize=9236625,instantiate=53948000,translate=14528083,solve=89606166	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|6709257883257101731	insertionSort_part_correct	6709257883257101731	selected-fact	not-attempted	closed from a selected Lean fact	306125	collect=306125	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|16576486626369642801	insertionSort_part_correct	16576486626369642801	verified	not-requested	solver returned unsat; closed under the trust policy	45451500	collect=194667,pre-reconstruct=128458,normalize=96875,monomorphize=2747583,instantiate=794917,translate=4289958,solve=37199042	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|11235314628722112900	insertionSort_part_correct	14354530589729947841	verified	not-requested	solver returned unsat; closed under the trust policy	95778083	collect=203458,pre-reconstruct=130083,normalize=135500,monomorphize=5298292,instantiate=42730916,translate=12998000,solve=34281834	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|18214290959922115111	insertionSort_part_correct	17272444315034915638	verified	not-requested	solver returned unsat; closed under the trust policy	204475625	collect=1026750,pre-reconstruct=11796917,normalize=1949250,monomorphize=8875875,instantiate=54579625,translate=14828083,solve=111419125	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|11568103068982921353	insertionSort_termination_correct	11568103068982921353	verified	not-requested	solver returned unsat; closed under the trust policy	130107375	collect=216833,pre-reconstruct=130417,normalize=1230250,monomorphize=6062167,instantiate=69102875,translate=13832375,solve=39532458	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|11568103068982921353	insertionSort_termination_correct	11568103068982921353	verified	not-requested	solver returned unsat; closed under the trust policy	144197167	collect=239750,pre-reconstruct=125792,normalize=1284541,monomorphize=6065750,instantiate=78271916,translate=21649959,solve=36559459	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|5918835836158453730	insertionSort_termination_correct	5918835836158453730	selected-fact	not-attempted	closed from a selected Lean fact	241708	collect=241708	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|4477598582358312981	insertionSort_termination_correct	4477598582358312981	verified	not-requested	solver returned unsat; closed under the trust policy	46729500	collect=240834,pre-reconstruct=131500,normalize=1352291,monomorphize=5039542,instantiate=1357541,translate=7109375,solve=31498417	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|18088860687919872176	insertionSort_termination_correct	18088860687919872176	verified	not-requested	solver returned unsat; closed under the trust policy	56770749	collect=256417,pre-reconstruct=129583,normalize=1437833,monomorphize=5919209,instantiate=1411416,translate=9722333,solve=37893958	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|6709257883257101731	insertionSort_termination_correct	6709257883257101731	selected-fact	not-attempted	closed from a selected Lean fact	246584	collect=246584	
velvet	crush-verify	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|16576486626369642801	insertionSort_termination_correct	16576486626369642801	verified	not-requested	solver returned unsat; closed under the trust policy	42830624	collect=163500,pre-reconstruct=116666,normalize=93500,monomorphize=3632208,instantiate=821500,translate=6171083,solve=31832167	
velvet	crush-core	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|4325354716326072573	decodeStr'_correct	4325354716326072573	core-reconstructed	not-attempted	core-directed reconstruction succeeded	65580417	collect=2297833,pre-reconstruct=2971791,normalize=1945375,monomorphize=103500,instantiate=240417,translate=13332791,solve=31305334,replay=27709,reconstruct=13355667	
velvet	crush-core	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|3233717574493770211	decodeStr'_correct	16298341802593511044	unknown	not-attempted	solver exited without a verdict	5048025956	collect=179792,pre-reconstruct=6768958,normalize=1659875,monomorphize=18083,instantiate=28791,translate=9812666,solve=5029557791	
velvet	crush-core	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|14557075163885871591	decodeStr'_correct	14557075163885871591	core-reconstructed	not-attempted	core-directed reconstruction succeeded	51760665	collect=184375,pre-reconstruct=854291,normalize=1237166,monomorphize=16333,instantiate=30708,translate=6274750,solve=31923459,replay=4333,reconstruct=11235250	
velvet	crush-core	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|13851523499043008614	decodeStr'_correct	13851523499043008614	core-reconstructed	not-attempted	core-directed reconstruction succeeded	52471625	collect=181042,pre-reconstruct=330666,normalize=1188917,monomorphize=16875,instantiate=27792,translate=6302167,solve=30864042,replay=4916,reconstruct=13555208	
velvet	crush-core	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|8816666150414203262	decodeStr'_correct	8816666150414203262	core-reconstructed	not-attempted	core-directed reconstruction succeeded	43736709	collect=158959,pre-reconstruct=819958,normalize=1114833,monomorphize=14584,instantiate=29250,translate=3249083,solve=36127209,replay=4750,reconstruct=2218083	
velvet	crush-core	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|7432640679462075544	decodeStr'_correct	1656677057252754089	unknown	not-attempted	no reason given	111636665	collect=145875,pre-reconstruct=1425666,normalize=2035875,monomorphize=15417,instantiate=25666,translate=4529375,solve=103458791	
velvet	crush-core	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|9639754685172097330	decodeStr'_correct	9639754685172097330	unknown	not-attempted	solver exited without a verdict	5035815834	collect=189584,pre-reconstruct=1296292,normalize=1245125,monomorphize=16583,instantiate=30000,translate=6433167,solve=5026605083	
velvet	crush-core	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|10203002127808532242	encodeStr_correct	10203002127808532242	core-reconstructed	not-attempted	core-directed reconstruction succeeded	58133667	collect=1109625,pre-reconstruct=2490834,normalize=3399750,monomorphize=20958,instantiate=33000,translate=7755666,solve=29561709,replay=4875,reconstruct=13757250	
